event_id,name,clean_description,location_room,start_date_clean,start_time,end_time,duration,pre_reg_flag,paid_flag,laptop_flag,speakers_cleaned,session_type,keywords,skill_level
3990,Technology and Tools Track: Online security for journalists (Sponsored by Knight Foundation),"Safety and security online are important for all users, but especially for journalists in the field conducting sensitive, difficult, and sometimes dangerous reporting. According to a recent study of more than 2,700 newsroom managers and journalists from 130 countries, at least half of those surveyed don’t use any tools or methods to protect their data and information online. Given the importance of journalism to open societies everywhere, it's important to ensure that newsrooms and journalists are equipped with the tools and training they need to be successful — and safe — while doing their work. Attend this workshop to learn how to protect yourself and your news organization from hacking, phishing, malware, other digital attacks and censorship — for the upcoming election season and beyond. More info: https://goo.gl/h7wTX1 *All attendees will receive a free hardware security key to help secure their digital communications, courtesy of Google and Jigsaw. ",Oceans 9-10,2018-06-14,2018-06-14T20:30:00Z,2018-06-14T21:30:00Z,60,FALSE,FALSE,FALSE,"Jamie Albers, Jigsaw; Nicholas Whitaker, Google News Lab",Panel,NA,NA
3991,Broadcast Show & Tell - Thursday #1 (Sponsored by Napoli Management Group),"**Moderated by Patti Dennis, TEGNA Inc. Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-14,2018-06-14T15:00:00Z,2018-06-14T16:00:00Z,60,FALSE,FALSE,FALSE,"Patti Dennis,TEGNA",Show & Tell,NA,NA
3992,Broadcast Show & Tell - Thursday #2 (Sponsored by Napoli Management Group),"**Moderated by Todd Mokhtari, NBC4 Los Angeles Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-14,2018-06-14T16:15:00Z,2018-06-14T17:15:00Z,60,FALSE,FALSE,FALSE,"Todd Mokhtari, NBC4 Los Angeles",Show & Tell,NA,NA
3993,Broadcast Show & Tell - Thursday #3 (Sponsored by Napoli Management Group),"**Moderated by Lisa Cohen, Columbia Journalism School Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-14,2018-06-14T17:30:00Z,2018-06-14T18:30:00Z,60,FALSE,FALSE,FALSE,"Lisa Cohen, Columbia Journalism School",Show & Tell,NA,NA
3994,Broadcast Show & Tell - Thursday #4 (Sponsored by Napoli Management Group),"**Moderated by Chad Matthews, WABC-New York Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-14,2018-06-14T21:45:00Z,2018-06-14T22:45:00Z,60,FALSE,FALSE,FALSE,Chad Matthews,Show & Tell,NA,NA
3995,Broadcast Show & Tell - Thursday #5 (Sponsored by Napoli Management Group),"**Moderated by Jeff Harris, WEWS-Cleveland Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Jeff Harris, WEWS-Cleveland",Show & Tell,NA,NA
3996,Broadcast Show & Tell - Friday #1 (Sponsored by Napoli Management Group),"**Moderated by Al Tompkins, Poynter Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-15,2018-06-15T15:00:00Z,2018-06-15T16:00:00Z,60,FALSE,FALSE,FALSE,"Al Tompkins, Poynter Institute",Show & Tell,NA,NA
3997,Broadcast Show & Tell - Friday #2 (Sponsored by Napoli Management Group),"**Moderated by Al Tompkins, Poynter Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-15,2018-06-15T16:15:00Z,2018-06-15T17:15:00Z,60,FALSE,FALSE,FALSE,"Al Tompkins, Poynter Institute",Show & Tell,NA,NA
3998,Broadcast Show & Tell - Friday #3 (Sponsored by Napoli Management Group),"**Moderated by Al Tompkins, Poynter Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-15,2018-06-15T17:30:00Z,2018-06-15T18:30:00Z,60,FALSE,FALSE,FALSE,"Al Tompkins, Poynter Institute",Show & Tell,NA,NA
3999,Broadcast Show & Tell - Friday #4 (Sponsored by Napoli Management Group),"**Moderated by Scott Matthews, CNBC Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Scott Matthews, CNBC",Show & Tell,NA,NA
4000,Broadcast Show & Tell - Friday #5 (Sponsored by Napoli Management Group),"**Moderated by Maria Mercader, CBS News Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-15,2018-06-15T23:00:00Z,2018-06-16T00:15:00Z,75,FALSE,FALSE,FALSE,"Maria Mercader, CBS News",Show & Tell,NA,NA
4001,Broadcast Show & Tell - Saturday - #1 (Sponsored by Napoli Management Group),"**Moderated by Lea Thompson, independent journalist Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-16,2018-06-16T15:00:00Z,2018-06-16T16:00:00Z,60,FALSE,FALSE,FALSE,"Lea Thompson, independent journalist",Show & Tell,NA,NA
4002,Broadcast Show & Tell - Saturday #2 (Sponsored by Napoli Management Group),"**Moderated by Kevin Keeshan, NBCUniversal Owned Television Stations Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-16,2018-06-16T16:15:00Z,2018-06-16T17:15:00Z,60,FALSE,FALSE,FALSE,"Kevin Keeshan, NBCUniversal Owned Television Stations",Show & Tell,NA,NA
4003,Broadcast Show & Tell - Saturday #3 (Sponsored by Napoli Management Group),"**Moderated by Mike Schaefer, WVUE-New Orleans Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-16,2018-06-16T17:30:00Z,2018-06-16T18:30:00Z,60,FALSE,FALSE,FALSE,"Mike Schaefer, WVUE-New Orleans",Show & Tell,NA,NA
4004,Broadcast Show & Tell - Saturday #4 (Sponsored by Napoli Management Group),"**Moderated by Greg Phillips, WMC-Memphis Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes. Sign-ups open June 4, and additional slots will become available the afternoon of June 13. ",Crystal D,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Greg Phillips, WMC-Memphis",Show & Tell,NA,NA
4005,Welcome first-timers: Get a button and conference tips,"Welcome to the conference! Get a special button for first-time attendees and hear from IRE staff about tips and tactics to navigate our conference like a pro. Also, you'll learn about key resources that IRE offers once you're back home. ",Crystal AB,2018-06-14,2018-06-14T14:30:00Z,2018-06-14T14:50:00Z,20,FALSE,FALSE,FALSE,"Doug Haddix & Denise Malan, IRE/NICAR",NA,NA,NA
4006,The IRE services you don't know about,"You've entered IRE contests, you've attended trainings, you're at this conference. But, did you know that you can hire IRE to do research for your stories? Did you know that the NICAR Data Library staff can help you clean data and analyze it for you? Learn more about everything IRE can do for you. ",Oceans 3,2018-06-16,2018-06-16T14:30:00Z,2018-06-16T14:50:00Z,20,FALSE,FALSE,FALSE,"Lauren Grandestaff & Charles Minshew, IRE/NICAR",NA,NA,NA
4007,Technology and Tools Track: The tools and apps every reporter should know (Sponsored by Knight Foundation),"Some people say this is the best era to be a journalist - not because of the abundance of news, but because the Internet and other digital advances have made for faster, stronger, broader, and more efficient reporting. Come learn the highs, the lows and the how-tos of some of the best tools for journalism. ",Oceans 9-10,2018-06-14,2018-06-14T23:00:00Z,2018-06-15T00:00:00Z,60,FALSE,FALSE,FALSE,"Ren LaForme, Poynter; Samantha Sunne, independent journalist",Demo,NA,NA
4008,Using data and documents in your reporting, NA ,Oceans 3,2018-06-17,2018-06-17T17:30:00Z,2018-06-17T18:30:00Z,60,FALSE,FALSE,FALSE,"Mark Rochester, Detroit Free Press; Kathy Kiely, University of Missouri",NA,NA,NA
4009,How to report and produce break-out work: Exploring Livingston Award winning investigations with the Knight Foundation,"**Moderated by Chris Davis, USA TODAY Network Meet the 2018 winners of The Livingston Awards for Young Journalists. From landing their first journalism jobs to breaking investigation award-winning pieces, they will examine ways to get noticed, dig deeper and tell powerful stories. ",Oceans 3,2018-06-15,2018-06-15T20:30:00Z,2018-06-15T21:30:00Z,60,FALSE,FALSE,FALSE,"Chris Davis, Gannett (moderator); Christina Goldbaum, independent journalist; Michael S. Schmidt, The New York Times",Panel,NA,NA
4014,Misinformation and strategies to combat deceit (Sponsored by Knight Foundation),"With bad actors orchestrating campaigns to deceive the public, how can journalists report on the trends and tactics used to spread misinformation online? Discover the latest tools and tactics for uncovering misinformation and deceit. ",Oceans 4,2018-06-15,2018-06-15T21:45:00Z,2018-06-15T22:45:00Z,60,FALSE,FALSE,FALSE,"Dakota Flournoy, Storyful; Cameron Hickey, NewsTracker; Jennifer Preston, Knight Foundation (moderator); Katie Sanders, Politifact; Craig Silverman, BuzzFeed News",Panel,NA,NA
4015,Meet the authors - #1,"Join Sy Hersh, David Cay Johnston, Paula Lavigne and Mark Schlabach for an informal author meet and greet. ",Mako,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Sy Hersh,  David Cay JohnstonPaula Lavigne/Mark Schlabach; Maya Rao",Master class,NA,NA
4016,Meet the authors - #2,"Join Meredith Broussard, Blake Ellis, Melanie Hicken, T. Christian Miller and Mary Shanklin for an informal author meet and greet. ",Mako,2018-06-16,2018-06-16T22:15:00Z,2018-06-16T23:15:00Z,60,FALSE,FALSE,FALSE,"Meredith Broussard, T, Melanie/Blake, Mary Shanklin",Master class,NA,NA
4017,"Technology and Tools Track: Fast and furious fact finding with Google, Wayback Machine, Skype and YouTube","Dutch-born Henk van Ess (twitter.com/henkvaness) is fact-checking once more (see also Fast and Furious Fact-Finding with Facebook) but is now focusing on fact-checking with Google, Wayback Machine, Skype and YouTube, inspired by recent stories written on tight deadlines. In this session, he will show: * how to find the secret address of a CEO by typing in a very strange looking formula into Google * why every reporter should know about Google Triple Search * the clever Google trick that allows you to find out when something went viral, who is behind a nickname and even helps you to find deleted Instagram accounts * what to do when you have to view five hours of YouTube videos, but you only have 15 minutes * how to find the exact time that something was uploaded to YouTube * and why a backdoor in Skype is one of the best people finders. ",Crystal E,2018-06-16,2018-06-16T21:00:00Z,2018-06-16T22:00:00Z,60,FALSE,FALSE,FALSE,"Henk van Ess, Bellingcat",Panel,NA,NA
